file
cm056745.1
  start     end
1328827013288288
1328840513288418
1329687013296886
1329698113296996
1330204513302057
1331406813314084
1332259313322607
1332637913326394
1332642413326439
1332888813328906
1333352913333542
1333780613337825
1333797213337985
1334044513340459
1334770913347725
1336094513360958
1336699413367009
1337289413372912
1337419713374211
1340151213401524
1340346313403479
1342810913428124
1343258913432600
1343731713437339
1343780813437823
1343803213438054
1343868913438705
1343938313439395
1344301013443024
1345382913453845
1345392113453938
1346229913462313
1346483213464847
1346485613464872
1346558313465597
1346586413465878
1346865413468667
1348440113484413
1348504913485060
1348774413487762
1348786313487880
1348795013487967
1348877113488784
1349321713493233
1350212513502138
1350830613508321
1351036613510381
1351759713517613
1351792713517942
1351908813519104
1352424113524254
1352502513525037
1352504613525063
1352695413526967
1353501713535031
1354490113544911
1354493713544953
1354560613545619
1354686413546880
1354770713547718
1356959213569608
1357044613570457
1357210813572121
1358178313581800
1358235313582366
1358369813583709
1358527013585284
1358589913585913
1359469813594714
1361158213611596
1361282113612838
1361464113614654
1361764913617665
1361766913617679
1361768613617713
1361852013618533
1362906313629077
1363640013636414
1364121213641232
1364189513641910
1364201913642037
1364212513642136
1365286713652886
1365712613657147
1366499013665009
1366976013669770
1369263213692648
1369272813692746
1369279913692814
1369331313693331
1370860613708621
1372569613725715
1373287313732884
1376318913763205
1376335613763371
1376436713764377
1377003413770047
1377791313777926
1380184213801858
1381329013813305
1382614413826155
1382711113827123
1382828413828294
1383063113830641
1383179313831804
1384367113843688
1384595513845969
1384745513847467
1385275413852771
1385982113859835
1386723813867250
1386842313868436
1386931313869328
1386941013869426
1386960713869623
1386968713869702
1387095913870972
1387361813873635
1387879213878807
1388425713884272
1388440213884415
1388642213886433
1389908913899105
1389956613899583
1389961713899629
1390028813900319
1390124213901262
1390127413901292
1390191313901937
1390194213901955
1390199913902052
1390488013904892
1390545913905471
1390562813905656
1391664513916661
1391683213916849
1392038213920395
1394043813940456
1394094713940962
1394111213941128
1394242513942444
1395282713952843
1395292313952940
1395781913957833
1395836413958382
1396013513960147
1398314113983154
1398544013985453
1398669113986703
1398708813987104
1399637213996389
1399745413997466
1399758313997598
1399916613999179
1399944413999458
1400045614000470
1400742614007443
1401331314013327
1401954714019564
1402069514020709
1402285314022870
1402607314026091
1403054514030558
1404094714040959
1404412514044141
1404418714044204
1404687314046889
1404871014048727
1405274714052759
1405817214058190
1405826914058285
1405914314059158
1406770514067718
1407294014072955
1408639814086417
1408882914088841
1409067014090686
1409423914094251
1409489514094910
1410513914105160
1411154414111559
1411161414111630
1411204114112053
1411244814112465
1411436014114371
1411636714116387
1412304214123058
1413302014133031
1413457814134591
1413615214136165
1413712314137135
1413726214137278
1414110914141126
1414114914141162
1414728114147292
1418009014180103
1418013014180143
1418323914183255
1418857614188591
1419111914191130
1419122614191236
1419472114194740
1420038714200403
1421298914213007
1421315814213171
1421591414215929
1421835414218368
1422609814226108
1422963714229652
1423076914230783
1423208214232099
1423223014232245
1423232914232339
1423366614233680
1423369714233711
1423376314233787
1423381714233834
1423384914233865
1423388714233907
1423421514234227
1423463314234648
1423636214236385
1424688614246905
1424917114249189
1425100014251011
1425103614251056
1426416614264184
1426698414266999
1426723714267249
1426970714269720
1427003314270049
1427023814270255
1427971114279724
1429410014294115
1429590614295920
1429610414296130
1430033714300359
1430063814300653
1430237214302390
1431635814316376
1431676314316783
1431869714318709
1433598414335998
1434662914346643
1436478714364805
1436640314366418
1436792114367937
1437375414373767
1438195514381971
1438452914384544
1438459514384617
1439296614392980
1439762914397651
1439765514397674
1439768014397698
1439770314397722
1439774414397759
1439800214398018
1439802614398046
1439807014398086
1439850814398523
1439854014398562
1439977114399784
1440075314400763
1440201914402038
1440256814402591
1440259814402613
1440262014402639
1440264414402662
1440268514402699
1440710114407123
1440716914407187
1441359514413607
1441487014414884
1441667414416689
1441684114416856
1441734714417365
1441825614418270
1441850414418516
1441857114418584
1441903114419046
1441944014419461
1442013714420151
1442042614420440
1443514914435165
1443598914436003
1443961614439631
1446395414463966
1446931214469324
1446946314469479
1447075014470762
1449777414497791
1450203214502044
1450716814507182
1451238114512394
1452170414521717
1452734414527354
1453347614533491
1453752714537541
1455265114552671
1455271414552736
1455291614552929
1455298614553005
1455373614553750
1455412814554141
1455554414555558
1456016814560182
1456031514560331
1456965514569665
1456970214569714
1457269114572706
1457517214575186
1459288314592901
1459305614593072
1459357014593587
1459895814598975
1460460614604629
1460545314605480
1460549114605505
1460773614607754
1461170314611733
1461180814611841
1461189114611901
1461303014613040
1461426014614274
1462125014621269
1462871214628725
1463285514632869
1463407614634088
1463511114635123
1464429014644308
1464992114649938
1465814114658154
1465838514658398
1466134314661356
1467137614671390
1467150014671511
1467446514674481
1468120614681220
1468834114688357
1468867314688684
1468974414689759
1469076514690782
1469517514695188
1471095814710972
1471165814711671
1471320914713226
1471569814715710
1471651714716530
1471770814717724
1471789014717908
1472925614729272
1473265014732666
1473369214733706
1473654614736561
1474120714741229
1474306214743103
1474312114743138
1474421714744228
1474423614744251
1474473614744756
1474514614745162
1474549414745506
1474592514745956
1474679114746805
1474684214746858
1474741114747426
1474810514748122
1474874414748755
1475014214750158
1475154314751558
1475680614756823
1475718314757199
1476913914769152
1476934314769356
1476954314769559
1476986514769875
1476992914769944
1477066014770677
1477238914772403
1477249614772508
1477879814778813
1478176414781778
1478247214782488
1478515214785166
1479405314794083
1479500414795024
1479504514795058
1479509014795107
1480028014800292
1480586914805883
1480591714805936
1480600414806018
1481100814811025
1481854314818556
1482698714827001
1483119814831216
1483505214835066
1483977014839786
1484931414849325
1487590414875918
1487645014876468
1487935314879366
1488199314882006
1488417214884183
1489449914894514
1489640314896413
1489798314897997
1490076214900780
1490280314902815
1490728714907299
1491454614914557
1491855914918575
1491923314919248
1491938814919402
1492149114921508
1492284814922860
1492528214925296
1492654414926564
1492726214927278
1493373014933742
1493410014934112
1495812614958153
1498081114980827
1498757214987586
1498770414987715
1498899014989007
1498905914989076
1499568914995702
1502421215024225
1504278015042795
1506600515066017
1508124715081262
1508344615083461
1508354515083559
1508931415089328
1509085915090873
1510472615104739
1510482215104835
1510741015107426
1511620615116221
1511686615116880
1511691915116933
1511702515117037
1512882415128834
1512904615129061
1518698215186995
1522410015224114
1522444315224457
1523152015231537
1523255115232571
1523261815232640
1523517615235192
1527437415274388
1527518015275195
1527578915275803
1529030615290320
1529038015290394
1529144015291460
1529559915295614
1531262815312643
1532167915321692
1535073715350753
1535475115354768
1535492215354934
1537178215371796
1537284415372860
1537908215379093
1538540815385423
1539386915393883
1540982015409837
1540984015409855
1541414215414155
1541695315416968
1541711815417135
1542000015420014
1543800015438011
1544187415441888
1544522115445232
1544541215445427
1544891315448929
1545903615459050
1545993915459953
1546004415460056
1546234115462354
1547308615473101
1547913115479145
1548080315480820
1548138415481399
1548194815481964
1548338615483400
1548505915485075
1548563915485654
1548620315486219
1548957815489594
1549104215491058
1549115515491168
1550418615504199
1550444115504463
1550450015504514
1551790515517918
1553183815531850
1553300015533025
1553313515533154
1553328015533296
1553753115537544
1553821415538226
1554333915543351
1556256815562583
1556350915563520
1556465015564665
1557809315578115
1557864715578661
1560959215609607
1561634915616366
1561645715616471
1565235215652368
1565278415652796
1567246815672482
1567261015672627
1567485315674867
1569739015697407
1569749815697510
1569966015699673
1570406115704074
1570983915709852
1571552015715532
1571554315715569
1571569215715712
1571572315715750
1571582715715850
1571727815717302
1571752015717535
1571772915717743
1572386015723876
1572449615724506
1573727615737289
1573788815737901
1573793515737953
1580315615803179
1580893715808950
1580903415809051
1580992415809937
1581651915816531
1582351115823522
1582716615827182
1582772215827736
1582878515828802
1582888915828905
1583768315837697
1584041415840429
1584066615840682
1584159815841614
1584335115843367
1584959715849615
1585181415851830
1585184715851860
1585186715851888
1585189515851926
1585302615853044
1585334415853359
1585354615853560
1585442715854441
1586550615865525
1587582715875842
1588032415880339
1588586015885880
1588645415886467
1588648715886499
1588794415887957
1589529415895329
1589648715896499
1589830515898316
1590386015903875
1592465315924667
1592559115925608
1592803215928045
1594291015942927
1596330215963324
1596339015963402
1596568515965703
1596747215967484
1597263915972662
1597764815977663
1598315715983172
1598365615983673
1598372215983746
1598382215983837
1598478815984803
1598497015984984
1598518015985193
1599589315995924
1600277616002796
1600281416002829
1601253316012548
1601491716014956
1601643416016444
1602196416021979
1602614416026161
1602784316027857
1602882116028835
1602920416029216
1602965716029669
1602980816029819
1603011016030122
1603041216030423
1603066816030685
1603077216030787
1603310816033125
1603398416033999
1603413216034147
1603428016034295
1603442816034443
1603457616034592
1603472416034739
1603520816035223
1603762616037642
1604617016046181
1604620116046215
1604740716047422
1604942016049431
1604946216049478
1604948016049509
1604951716049540
1604958916049602
1604963916049658
1604997116049985
1605802116058035
1605839616058406
1605852816058545
1606751416067525
1607763016077643
1608495616084971
1609224716092264
1609227316092290
1609421416094232
1609425616094276
1610007016100084
1610017516100188
1610414916104164
1610844116108462
1612061616120630
1612190916121924
1612200616122020
1612939316129404
1613107816131097
1613778816137803
1614506816145082
1614877216148786
1615156616151577
1615438316154398
1615463616154649
1616577716165792
1616603016166043
1617198316171999
1617294516172958
1617518416175202
1617530216175320
1617633716176348
1617698316176995
1617779916177816
1617791716177936
1618164316181655
1618557216185582
1619211216192128
1620653516206547
1621117016211200
1621121016211230
1621156216211578
1621165916211675
1621849216218509
1622405616224071
1622580416225815
1622639516226408
1623315616233167
1624504816245062
1624542916245440
1624552216245541
1624916416249192
1625873516258748
1625928016259293
1626225016262264
1626615016266162
1626618316266200
1627751516277534
1627765316277668
1628154716281560
1628161116281626
1628167016281695
1628170716281726
1628297716282993
1628307316283089
1628313416283151
1629069316290714
1630251316302527
1630254216302556
1630990316309921
1631000016310018
1631007216310087
1631272116312737
1631279016312812
1631284416312862
1631287116312885
1631374716313782
1631379216313807
1631488216314902
1631748616317500
1631827016318288
1631894816318961
1632046316320480
1633077516330787
1633171616331730
1635499016355009
1635509216355103
1635899716359010
1636639416366409
1636733216367346
1637046416370477
1637321216373234
1638430316384317
1638708816387102
1638857216388588
1639473616394748
1640672816406738
1640918416409200
1640933016409341
1641244516412458
1641624416416258
1642043716420459
1642050216420517
1642391716423929
1642524716425264
1642564116425653
1642672916426743
1643082016430835
1643232716432343
1643249316432509
1643406516434079
1643981016439828
1644068716440700
1644133816441358
1644472316444738
1644732916447347
1644940016449424
1646104616461061
1647942816479446
1648131916481349
1648559116485610
1648909616489109
1649027716490291
1649117916491192
1649656716496584
1650106516501076
1650153516501548
1650666816506681
1650692116506944
1650731516507327
1650740616507420
1650744016507453
1650768216507693
1650792116507936
1650798216507993
1650846216508473
1650852216508533
1650858216508593
1650879116508804
1650894216508953
1650900016509014
1650906016509074
1651486616514879
1651519516515206
1651969616519713
1652017216520188
1652033716520353
1652632216526333
1652809616528109
1653519016535207
1653752916537546
1653916216539179
1653970716539721
1654134316541355
1654361416543626
1658264516582661
1658267516582707
1658346016583474
1658348416583504
1658353416583549
1658360916583626
1659467216594687
1659489316594911
1659527116595287
1659548616595502
1659561816595635
1659767116597686
1659776816597784
1661116116611176
1661119216611204
1661781416617826
1662926516629277
1663093816630954
1663103416631049
1663304216633057
1663430016634314
1663597216635984
1666246016662471
1666553416665547
1666568316665701
1667207416672093
1667533616675348
1667554116675552
1667731816677333
1668542516685439
1668560116685619
1668813516688150
1669022316690238
1669093916690953
1669328016693293
1669368616693701
1669488316694896
1669508616695099
1669578416695802
1670211416702129
1670317216703188
1671216116712181
1671218816712209
1671300916713027
1671307716713139
1671815116718161
1671848516718501
1672133616721354
1672754216727557
1672928616729300
1673043716730460
1674143216741446
1674709516747110
1675263616752648
1675410216754121
1675690016756917
1676122216761245
1676164616761658
1676877116768782
1678297516782988
1679007516790087
1679251216792524
1681562516815641
1681565516815687
1681644316816457
1681646716816487
1681651716816532
1681659216816609
1681874016818753
1682393416823949
1682497616824988
1682960516829621
1683604016836060
1683616416836181
1683620516836218
1684546816845481
1685134616851361
1685145416851469
1686639016866401
1686642516866446
1686689516866910
1687431616874330
1687554016875573
1687560216875617
1687848716878501
1688171416881729
1688197416881991
1688557916885591
1688576516885778
1689234516892357
1689354416893561
1690223416902248
1690983616909868
1691670016916713
1693037616930392
1693197916931994
1693521716935235
1695855716958574
1695862016958637
1695865116958666
1696881916968832
1698666216986680
1699681716996833
1699851216998523
1699898316998995
1699905216999068
1700025017000267
1700827717008293
1701250617012518
1701297017012990
1701525217015269
1701862717018640
1702136917021383
1704332717043338
1704604117046058
1704611617046132
1704616717046179
1704969117049708
1705142617051446
1705145117051479
1705152517051539
1706577717065794
1706821817068232
1706836617068381
1707490317074919
1707579217075802
1707902617079042
1707912217079136
1708245117082470
1709679917096812
1710125917101272
1710301617103032
1710456517104577
1710506217105080
1710701717107030
1710993717109954
1711438717114404
1711445717114469
1711835817118371
1712277717122790
1712477317124787
1712754417127562
1713381317133823
1713875917138772
1714166517141678
1714395217143965
1715184817151859
1715222317152242
1715227617152294
1716117217161186
1718410817184123
1718588817185903
1718737617187391
1718754517187561
1719680217196815
1719691217196924
1720215117202166
1720435317204364
1720807417208089
1721984417219856
1721991517219929
1722095617220974
1722910017229117
1723043317230445
1723520817235222
1724720317247216
1724924017249256
1724933717249355
1724940517249422
1726435317264366
1727087717270892
1728462217284638
1729134417291357
1729543117295445
1730471317304728
1730930917309320
1732101517321030
1732109317321108
1732111917321134
1732673817326750
1732679917326814
1732794217327954
1733241617332433
1733473917334755
1733612817336140
1733655817336572
1733671117336729
1734607417346086
1734697117346983
1735522617355241
1735595117355964
1735747217357488
1736165117361666
1736729117367311
1737190817371924
1737249517372510
1737256817372578
1737530717375319
1737628017376293
1738061217380639
1739378717393802
1739942517399440
1740118717401203
1740210517402117
1740532317405338
1740557017405587
1740617617406188
1741462117414631
1741698417416999
1742098717421003
1742193417421953
1742236217422381
1742997317429986
1743001017430030
1743048217430495
1743253417432551
1744398017443992
1745209817452114
1745232817452340
1745583717455853
1745989617459910
1746132517461345
1746845217468477
1747206417472075
1747369617473722
1748764817487661
1749506117495077
1749515717495169
1749918217499195
1750610117506117
1750623417506250
1751529517515307
1752208717522102
1752245917522470
1752921017529224
1753428817534304
1754248917542510
1754263417542676
1754312617543142
1755198417551996
1756002617560039
1756213617562149
1756681517566827
1758142717581444
1758801817588034
1758810017588116
1758949917589511
1759581217595828
1759707017597085
1760059217600606
1760671217606724
1761072917610741
1761483817614854
1762177317621789
1762957117629586
1763192417631938
1766040717660422
1766184517661858
1766868317668699
1766994117669957
1767147317671485
1768331317683325
1768847717688496
1768850017688515
1768853517688549
1769143817691453
1769259617692613
1769353917693551
1769532517695339
1770014417700162
1770016717700181
1770326917703281
1771403017714044
1772689917726914
1772987217729887
1774550017745513
1775814317758158
1775995217759964
1776072217760737
1776195617761968
1776389117763904
1777275317772770
1777482617774844
1777493617774951
1777802317778042
1777859517778612
1777869117778707
1778144917781465
1779276217792778
1779279017792804
1780504217805053
1780507517805089
1780518917805209
1781844217818458
1782629217826309
1783833317838349
1783953117839552
1783958517839606
1784598617846000
1785009517850110
1785064217850657
1786560717865621
1787656617876580
1788340217883415
1792889817928910
1793281617932830
1794170717941720
1794175217941764
1794211617942131
1794877517948789
1796540817965423
1797949117979502
1798268617982702
1798278017982791
1798847617988491
1799507817995094
1799557917995591
1799604017996054
1799736417997376
1800752918007543
1800824518008259
1802200918022034
1802217918022197
1802950818029524
1803051818030531
1803229118032308
1803689418036904
1804112318041138
1804174218041759
1804477518044790
1805230318052319
1806283418062847
1806803318068049
1806806518068081
1806937418069386
1807647118076487
1808326618083283
1808341918083435
1808368218083697
1808402018084033
1808713518087151
1808783118087847
1809614318096155
1810452518104538
1810698918107004
1810915618109172
1811330618113318
1811395318113967
1812425518124273
1812506318125080
1812515518125169
1812558218125597
1812573918125755
1812941918129434
1812950918129531
1812960918129620
1814017618140190
1815399418154013
1815869118158709
1816570518165719
1816575918165775
1816578718165815
1816778318167796
1816793218167947
1817202118172038
1817209218172110
1817305918173075
1817331718173333
1817336618173389
1817401918174035
1817440318174419
1817448018174494
1817452318174538
1817539118175423
1817543018175448
1817571918175738
1817574418175759
1817576118175776
1817625118176266
1817639118176415
1817642518176440
1817703218177049
1817978118179797
1817990418179919
1818037818180400
1818379918183817
1818396018183978
1818402118184038
1818671718186734
1819884018198858
1820017218200187
1820669218206708
1820962418209641
1821145418211467
1821503018215043
1821568818215705
1821583418215853
1823887118238883
1824628318246296
1824879918248814
1826094918260959
1827122018271230
1827842418278439
1830786718307879
1831433218314355
1831437518314387
1831734318317360
1832729018327309
1834626818346282
1834642918346443
1834754718347558
1834759818347616
1834991718349928
1835072918350747
1835081518350833
1835093218350951
1835361118353622
1835797418357989
1835951618359533
1836048718360501
1836269518362711
1836364118363658
1836370018363712
1836747718367488
1837008218370104
1837014918370164
1837350918373530
1837838018378391
1837841018378425
1837845618378470
1837975918379773
1838078218380794
1838176118381774
1838273918382751
1838390018383912
1838429118384303
1839253018392549
1839494518394960
1839504218395058
1839571718395730
1839576018395778
1839620018396216
1840171018401725
1840617818406194
1840935518409369
1841126918411285
1841504818415060
1842440518424415
1842450218424518
1842610418426121
1842731918427334
1842959918429616
1843082418430841
1844955318449568
1845223318452247
1845800618458020
1848167118481686
1848174918481770
1848381418483828
1852298718523003
1852424518524261
1852560518525620
1852791818527934
1852798618528006
1852936418529388
1852940618529422
1853249518532515
1855133418551348
1855232418552338
1855246518552481
1855348618553503
1855375118553767
1856095518560973
1856376218563777
1856401518564027
1857855618578569
1857969418579708
1858091318580927
1858165818581674
1858204718582063
1858221418582229
1858272018582738
1858718818587200
1859914818599159
1860015318600165
1860029318600309
1860131218601329
1860158718601605
1860429418604310
1860748818607504
1860850718608523
1860878218608797
1861036618610381
1861135618611370
1861149718611513
1861220818612225
1861278818612802
1861409118614106
1861497818614992
1861535518615369
1862352718623542
1862917618629187
1862953718629551
1864192918641941
1864227518642289
1865404618654063
1865454418654559
1865461518654629
1865470918654725
1867354918673565
1867495618674972
1868054418680556
1868064218680653
1868067818680700
1868173718681754
1868274418682763
1868575918685772
1868859718688616
1870146218701476
1871323718713261
1871327718713293
1873939018739406
1873955718739572
1874005118740067
1874095918740976
1874163518741653
1874167518741696
1875495718754975
1876027618760291
1876127618761294
1876130518761334
1877162818771646
1877283918772853
1877321818773232
1877945618779469
1878693618786949
1879139518791411
1879157018791586
1879207718792094
1879969018799702
1880115218801164
1880122618801239
1880436718804381
1880778618807810
1880782718807847
1881616118816176
1881653918816554
1881984518819859
1881990518819919
1882005518820067
1882008518820097
1882011518820127
1882014518820157
1882020518820219
1882029418820310
1882050518820516
1882056518820576
1882062518820640
1882065518820669
1882077518820790
1882080518820819
1882092518820939
1882101418821027
1882104518821057
1882107518821087
1882110518821117
1882119518821207
1882125518821269
1882131518821326
1882137518821389
1882149818821512
1882158818821600
1882167818821689
1882203818822050
1882206818822082
1882218818822202
1882221818822230
1882233818822352
1882242818822442
1882245818822470
1882248818822500
1882251818822530
1882254818822560
1882260818822622
1882266818822682
1882272818822740
1882278818822803
1882411618824132
1882565318825669
1882674418826760
1882689318826907
1882725718827269
1883019118830203
1883256018832574
1883309718833111
1883312418833142
1883326218833276
1883425318834270
1883774518837758
1883786218837875
1884293918842954
1884586418845875
1885507618855091
1885662718856639
1885747218857488
1886097918860991
1886466518864677
1886663118866644
1887007518870088
1887029918870313
1887256618872586
1887586218875878
1887809518878111
1887877118878794
1887964418879654
1887968118879698
1887973218879743
1888777318887800
1888833918888354
1890296418902979
1890811518908133
1891014918910168
1891018918910205
1891021318910225
1891534418915360
1891927818919296
1894016418940178
1894898418948997
1895132818951345
1896689818966911
1897093518970949
1898226618982282
1900279119002807
1900295819002973
1900346419003482
1902126019021273
1902156319021578
1903783219037847
1903918719039203
1903931519039332
1903953319039546
1904580019045813
1905137519051389
1905430519054321
1905503919055057
1905554819055563
1905571319055729
1905730819057325
1905735019057390
1907194219071952
1907725919077275
1908483019084844
1908656119086572
1909209519092106
1910096919100987
1910326819103281
1911422019114236
1911431219114330
1911438219114398
1911485619114885
1911623119116247
1912098619121001
1913459619134607
1913470019134714
1914139819141414
1914315819143174
1914674119146756
1914799719148014
1914913919149153
1914935819149371
1915518519155196
1916006119160086
1916010919160127
1916398119163992
1916407619164093
1917048919170506
1917558919175600
1919793919197955
1921727819217289
1922546519225482
1922601119226023
1923150019231514
1924038819240398
1925670519256723
1926244519262456
1926300619263018
1926514619265165
1926517019265182
1926534119265355
1926656519266579
1927178119271796
1927317519273191
1927494819274962
1927507719275096
1928147919281494
1928459319284610
1928807519288091
1928814419288162
1928830419288323
1928840519288417
1928849519288513
1928853319288570
1928951919289539
1929017019290187
1929096219290981
1929397319293987
1929601219296026
1929603719296049
1929948419299494
1930140319301416
1930192519301941
1930195419301964
1930288219302895
1931664819316663
1932020019320214
1932223019322253
1932234419322360
1932600419326018
1932604919326068
1932797219327987
1934157219341589
1934166119341676
1934182019341836
1934649819346515
1934764119347656
1934889719348914
1935042919350441
1935422119354235
1936053619360551
1936410819364123
1937202919372042
1937650219376515
1940325619403278
1941503019415043
1941511719415133
1941525519415269
1941542319415436
1941717019417183
1942681319426827
1943168019431701
1943235119432368
1943924719439266
1944123419441249
1944259319442605
1944845919448480
1944959119449603
1945051319450535
1945056619450583
1945119819451209
1946163119461647
1947430219474314
1948844219488459
1949011419490137
1949054719490566
1951081319510832
1951364619513660
1951369219513707
1951505319515067
1951574719515759
1951987019519882
1953473619534748
1955317619553187
1955899119559008
1957800419578018
1960843019608441
1963576619635781
1963579119635810
1964262319642645
1966196119661974
1968562319685640
1968569119685707
1969373519693747
1969378519693802
1969461719694638
1969644919696465
1969653419696548
1969833519698347
1971135819711378
1971765719717668
1972495519724968
1972571119725729
1972608519726102
1973108619731099
1973519919735211
1973618419736199
1973926919739283
1975184619751862
1975201119752029
1975252319752541
1975481019754823
1976136519761382
1976158919761606
1976181619761833
1976188719761899
1977324119773257
1977670119776718
1977700819777023
1977711219777135
1978383319783845
1979059619790611
1979066719790679
1979432019794331
1980728319807295
1980806219808081
1981751319817529
1981753319817548
1982880619828823
1983304019833053
1983598619836001
1983835019838365
1984797519847988
1986372119863736
1987737919877393
1987770119877714
1987891919878936
1989195019891964
1989254819892559
1989262419892665
1990312319903138
1991796019917978
1993709219937110
1994553219945551
1995178619951800
1995345519953469
1995581419955825
1996404219964053
1996700919967025
1997936119979375
1998002619980043
1998408219984099
1998419319984209
1998440819984422
1998451919984540
1998568719985703
1998657319986586
1998695819986975
1998706919987084
1998953419989548
1999784719997863
1999832819998343
2000332420003339
2001334420013356
2001586020015875
2002508920025102
2002622620026242
2002633020026342
2002748420027498
2003313020033146
2003414620034163
2003418620034197
2003960620039620
2004146320041476
2004476120044780
2004485120044888
2004494820044960
2004500520045022
2004520920045222
2004529920045327
2004542420045437
2005342520053441
2005443820054454
2006234820062361
2007560020075615
2008608920086101
2009030520090320
2009582420095842
2009761920097635
2010579520105810
2011288120112895
2011651320116529
2011951520119527
2013632220136333
2014094120140956
2014983320149848
2015662520156641
2016606420166079
2019061620190630
2021192320211938
2022134220221358
2022145920221477
2022156120221576
2022386620223880
2022868520228698
2023620120236215
2025181620251831
2025186820251878
2025544120255460
2025669620256715
2026372120263732
2027318720273201
2028820920288221
2028848220288494
2030892220308938
2031669820316712
2032282120322834
2032618020326192
2033213220332147
2033387420333890
2033620420336229
2033792920337953
2033801020338024
2034131020341326
2034890120348919
2034897620349001
2035013320350145
2035134520351358
2036048220360493
2037093320370948
2037370420373717
2037825820378270
2038400520384023
2038461920384634
2039272520392737
2039941520399432
2040000820400022
2040506620405082
2040523220405246
2040751320407528
2041123720411252
2042361720423631
2042433420424347
2042737620427393
2042792620427938
2044213320442144
2044305820443070
2044351620443531
2044355520443569
2046717720467193
2047856920478584
2047882420478843
2047888020478891
2048647720486496
2048682520486835
2049698020496997
2050208620502116
2050411820504135
2050489220504906
2050507420505091
2050911820509134
2051277620512786
2051675120516765
2051819720518216
2051919120519206
2051922020519238
2052092920520942
2052468220524701
2053336920533387
2053385720533872
2054218320542197
2054846820548482
2056319620563210
2056324320563255
2057259720572610
2057262720572646
2057885420578867
2058669720586711
2059344120593456
2061717520617191
2062280420622817
2063036320630375
2063523220635248
2063674120636754
2063687620636891
2063760920637622
2063854720638559
2064007120640113
2065075520650767
2065432220654339
2066141120661428
2066162220661632
2066254220662580
2066419920664218
2067476520674783
2068529020685305
2069227020692284
2069252220692537
2069533720695353
2069568720695700
2069870820698718
2070429020704302
2072418920724200
2072675520726772
2072764620727663
2072770620727724
2073013220730150
2073514820735161
2074779420747810
2076135320761364
2076575520765773
2076692620766944
2076964820769663
2077222620772238
2077239620772408
2077244420772455
2077942820779456
2077958120779610
2078127220781289
2078144220781454
2078243620782452
2078293020782943
2078747220787489
2079055820790573
2079152420791542
2079192320791939
2079254320792586
2081002920810044
2081005820810073
2081170520811719
2082410020824114
2082708120827095
2082839820828411
2083236220832392
2083251720832545
2083644620836461
2083661120836627
2083865120838666
2083890420838918
2083983520839851
2084243520842452
2084460720844622
2084710420847119
2084727320847291
2085021620850229
2085318620853199
2085706220857075
2086032820860340
2086972020869733
2087208120872098
2087491220874922
2088114120881155
2088189920881913
2088622420886237
2090938120909406
2090945320909476
2090991820909932
2092211520922127
2092593320925956
2092671520926731
2092765720927672
2092974720929795
2093045220930465
2093184820931863
2093438420934405
2093449720934518
2094114620941159
2094118620941200
2094298120942998
2094846920948484
2094856920948584
2094892120948935
2095353720953548
2095355520953569
2096312620963144
2096734120967355
2096803720968050
2096927720969293
2096944320969459
2097047720970493
2097257520972590
2097325720973271
2097540520975420
2098028620980303
2098032420980346
2098107220981089
2098131220981333
2098148220981505
2098172020981738
2098174020981757
2098178220981809
2098229020982308
2098597120985985
2099762520997638
2099766220997683
2099813820998153
2100125121001265
2100568821005703
2100593021005942
2100946621009485
2102211621022130
2102364321023654
2103047521030490
2104480321044820
2105059621050611
2105467121054685
2105725521057273
2106202821062042
2106425521064269
2107615121076168
2109196321091980
2110642221106440
2110998021109994
2111000721110023
2111687621116890
2111724721117260
2111728821117301
2111835921118374
2112475521124772
2112572821125743
2113325921133278
2113337121133403
2113886321138918
2114149221141503
2114158721141607
2114333721143353
2114342921143445
2114930621149319
2115270921152724
2115350121153518
2115446221154480
2115501521155029
2115591621155931
2115605321156067
2115828521158303
2115985621159869
2117120321171213
2118021621180232
2118714521187160
2118763821187657
2118800021188013
2118813821188155
2118829921188314
2118905421189075
2119990521199920
2119997721199990
2120007421200089
2120854121208559
2122332721223337
2122389821223912
2123457021234583
2123964821239663
2123993721239955
2124349021243509
2125175821251770
2125196521251981
2125273821252755
2126608521266101
2126657121266588
2126664321266663
2126674321266759
2126710821267122
2127596021275974
2128740221287416
2129045921290473
2129084821290860
2129090821290924
2129202321292041
2129415121294167
2129766321297675
2129769921297714
2131127221311286
2132734321327356
2132781221327830
2133746621337482
2133773021337752
2134045321340463
2134786821347882
2134898821349003
2134969321349709
2134993521349947
2135009821350117
2135063021350645
2135097321350989
2135106721351083
2135127821351293
2135307121353085
2135315921353172
2135434821354362
2135465521354665
2135493821354952
2135591521355931
2135634221356356
2135800821358023
2135808221358097
2136038621360404
2138097621380995
2138100521381035
2138584521385859
2138789121387907
2140355721403572
2140800921408021
2141549721415512
2141768721417708
2142366621423680
2142410221424115
2142555321425567
2143020521430220
2143224921432262
2143392921434007
2143990721439932
2145615721456172
2145795221457963
2145810621458123
2145823321458270
2145831721458333
2146036021460378
2146041221460430
2146172321461739
2146357121463583
2146372421463739
2146406421464097
2147170221471720
2147176121471773
2147243421472446
2147254321472558
2147943321479448
2148119021481205
2148497921484992
2148504621485070
2148644821486466
2148694421486956
2148997421489988
2149371321493725
2149563321495646
2149597921495994
2149879421498809
2149904721499060
